Skill 1	Skill 2	Weight
Mathematical Reasoning	Establishing and Maintaining Interpersonal Relationships	0.490566
Mathematical Reasoning	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.506098
Mathematical Reasoning	Evaluating Information to Determine Compliance with Standards	0.507599
Mathematical Reasoning	Getting Information	0.552795
Mathematical Reasoning	Guiding, Directing, and Motivating Subordinates	0.483660
Mathematical Reasoning	Handling and Moving Objects	0.318310
Mathematical Reasoning	Identifying Objects, Actions, and Events	0.467492
Mathematical Reasoning	Inspecting Equipment, Structures, or Material	0.380435
Mathematical Reasoning	Interacting With Computers	0.650746
Mathematical Reasoning	Interpreting the Meaning of Information for Others	0.588235
Mathematical Reasoning	Judging the Qualities of Things, Services, or People	0.487805
Mathematical Reasoning	Making Decisions and Solving Problems	0.525157
Mathematical Reasoning	Monitor Processes, Materials, or Surroundings	0.369697
Mathematical Reasoning	Monitoring and Controlling Resources	0.496732
Mathematical Reasoning	Operating Vehicles, Mechanized Devices, or Equipment	0.290850
Mathematical Reasoning	Organizing, Planning, and Prioritizing Work	0.555195
Mathematical Reasoning	Performing Administrative Activities	0.542587
Mathematical Reasoning	Performing General Physical Activities	0.294944
Mathematical Reasoning	Performing for or Working Directly with the Public	0.402332
Mathematical Reasoning	Processing Information	0.628664
Mathematical Reasoning	Provide Consultation and Advice to Others	0.568627
Mathematical Reasoning	Repairing and Maintaining Electronic Equipment	0.369281
Mathematical Reasoning	Repairing and Maintaining Mechanical Equipment	0.330065
Mathematical Reasoning	Resolving Conflicts and Negotiating with Others	0.493464
Mathematical Reasoning	Scheduling Work and Activities	0.547988
Mathematical Reasoning	Selling or Influencing Others	0.490196
Mathematical Reasoning	Staffing Organizational Units	0.457516
Mathematical Reasoning	Thinking Creatively	0.555556
Mathematical Reasoning	Training and Teaching Others	0.450980
Mathematical Reasoning	Updating and Using Relevant Knowledge	0.557276
Mechanical	Medicine and Dentistry	0.202532
Mechanical	Personnel and Human Resources	0.265823
Mechanical	Philosophy and Theology	0.129747
Mechanical	Physics	0.702532
Mechanical	Production and Processing	0.737342
Mechanical	Psychology	0.145570
Mechanical	Public Safety and Security	0.573171
Mechanical	Sales and Marketing	0.329114
Mechanical	Sociology and Anthropology	0.120253
Mechanical	Telecommunications	0.386076
Mechanical	Therapy and Counseling	0.139241
Mechanical	Transportation	0.544304
Mechanical	Analyzing Data or Information	0.250000
Mechanical	Assisting and Caring for Others	0.202532
Mechanical	Coaching and Developing Others	0.246835
Mechanical	Communicating with Persons Outside Organization	0.197708
Mechanical	Communicating with Supervisors, Peers, or Subordinates	0.213166
Mechanical	Controlling Machines and Processes	0.832278
Mechanical	Coordinating the Work and Activities of Others	0.330330
Mechanical	Developing Objectives and Strategies	0.240506
Mechanical	Developing and Building Teams	0.295950
Mechanical	Documenting/Recording Information	0.289398
Mechanical	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.705696
Mechanical	Establishing and Maintaining Interpersonal Relationships	0.132075
Mechanical	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.545732
Mechanical	Evaluating Information to Determine Compliance with Standards	0.343465
Mechanical	Getting Information	0.189441
Mechanical	Guiding, Directing, and Motivating Subordinates	0.332278
Mechanical	Handling and Moving Objects	0.692958
Mechanical	Identifying Objects, Actions, and Events	0.272446
Mechanical	Inspecting Equipment, Structures, or Material	0.744565
Mechanical	Interacting With Computers	0.292537
Mechanical	Interpreting the Meaning of Information for Others	0.199367
Mechanical	Judging the Qualities of Things, Services, or People	0.335366
Mechanical	Making Decisions and Solving Problems	0.273585
Mechanical	Monitor Processes, Materials, or Surroundings	0.487879
Mechanical	Monitoring and Controlling Resources	0.360759
Mechanical	Operating Vehicles, Mechanized Devices, or Equipment	0.693038
Mechanical	Organizing, Planning, and Prioritizing Work	0.174051
Mechanical	Performing Administrative Activities	0.211356
Mechanical	Performing General Physical Activities	0.665730
Mechanical	Performing for or Working Directly with the Public	0.221574
Mechanical	Processing Information	0.265823
Mechanical	Provide Consultation and Advice to Others	0.259494
Mechanical	Repairing and Maintaining Electronic Equipment	0.693038
Mechanical	Repairing and Maintaining Mechanical Equipment	0.810127
Mechanical	Resolving Conflicts and Negotiating with Others	0.180380
Mechanical	Scheduling Work and Activities	0.303406
Mechanical	Selling or Influencing Others	0.275316
Mechanical	Staffing Organizational Units	0.253165
Mechanical	Thinking Creatively	0.284810
Mechanical	Training and Teaching Others	0.284810
Mechanical	Updating and Using Relevant Knowledge	0.272446
Medicine and Dentistry	Personnel and Human Resources	0.378947
Medicine and Dentistry	Philosophy and Theology	0.531120
Medicine and Dentistry	Physics	0.282686
Medicine and Dentistry	Production and Processing	0.162420
Medicine and Dentistry	Psychology	0.514599
Medicine and Dentistry	Public Safety and Security	0.375000
Medicine and Dentistry	Sales and Marketing	0.274194
Medicine and Dentistry	Sociology and Anthropology	0.520492
Medicine and Dentistry	Telecommunications	0.300000
Medicine and Dentistry	Therapy and Counseling	0.704225
Medicine and Dentistry	Transportation	0.274368
Medicine and Dentistry	Analyzing Data or Information	0.303448
Medicine and Dentistry	Assisting and Caring for Others	0.546429
Medicine and Dentistry	Coaching and Developing Others	0.358362
Medicine and Dentistry	Communicating with Persons Outside Organization	0.338109
Medicine and Dentistry	Communicating with Supervisors, Peers, or Subordinates	0.291536
Medicine and Dentistry	Controlling Machines and Processes	0.216561
Medicine and Dentistry	Coordinating the Work and Activities of Others	0.324324
Medicine and Dentistry	Developing Objectives and Strategies	0.343537
Medicine and Dentistry	Developing and Building Teams	0.345794
Medicine and Dentistry	Documenting/Recording Information	0.381089
Medicine and Dentistry	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.150000
Medicine and Dentistry	Establishing and Maintaining Interpersonal Relationships	0.342767
Medicine and Dentistry	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.234756
Medicine and Dentistry	Evaluating Information to Determine Compliance with Standards	0.386018
Medicine and Dentistry	Getting Information	0.329193
Medicine and Dentistry	Guiding, Directing, and Motivating Subordinates	0.364238
Medicine and Dentistry	Handling and Moving Objects	0.250704
Medicine and Dentistry	Identifying Objects, Actions, and Events	0.371517
Medicine and Dentistry	Inspecting Equipment, Structures, or Material	0.266304
Medicine and Dentistry	Interacting With Computers	0.274627
Medicine and Dentistry	Interpreting the Meaning of Information for Others	0.344828
Medicine and Dentistry	Judging the Qualities of Things, Services, or People	0.298780
Medicine and Dentistry	Making Decisions and Solving Problems	0.330189
Medicine and Dentistry	Monitor Processes, Materials, or Surroundings	0.409091
Medicine and Dentistry	Monitoring and Controlling Resources	0.295533
Medicine and Dentistry	Operating Vehicles, Mechanized Devices, or Equipment	0.214286
Medicine and Dentistry	Organizing, Planning, and Prioritizing Work	0.305195
Medicine and Dentistry	Performing Administrative Activities	0.337539
Medicine and Dentistry	Performing General Physical Activities	0.278090
Medicine and Dentistry	Performing for or Working Directly with the Public	0.413994
Medicine and Dentistry	Processing Information	0.299674
Medicine and Dentistry	Provide Consultation and Advice to Others	0.315972
Medicine and Dentistry	Repairing and Maintaining Electronic Equipment	0.219081
Medicine and Dentistry	Repairing and Maintaining Mechanical Equipment	0.214047
Medicine and Dentistry	Resolving Conflicts and Negotiating with Others	0.385621
Medicine and Dentistry	Scheduling Work and Activities	0.284830
Medicine and Dentistry	Selling or Influencing Others	0.273038
Medicine and Dentistry	Staffing Organizational Units	0.353791
Medicine and Dentistry	Thinking Creatively	0.273038
Medicine and Dentistry	Training and Teaching Others	0.413907
Medicine and Dentistry	Updating and Using Relevant Knowledge	0.331269
Personnel and Human Resources	Philosophy and Theology	0.561404
Personnel and Human Resources	Physics	0.364912
Personnel and Human Resources	Production and Processing	0.340764
Personnel and Human Resources	Psychology	0.663158
Personnel and Human Resources	Public Safety and Security	0.368902
Personnel and Human Resources	Sales and Marketing	0.629032
Personnel and Human Resources	Sociology and Anthropology	0.568421
Personnel and Human Resources	Telecommunications	0.428070
Personnel and Human Resources	Therapy and Counseling	0.494737
Personnel and Human Resources	Transportation	0.385965
Personnel and Human Resources	Analyzing Data or Information	0.596552
Personnel and Human Resources	Assisting and Caring for Others	0.498246
Personnel and Human Resources	Coaching and Developing Others	0.662116
Personnel and Human Resources	Communicating with Persons Outside Organization	0.618911
Personnel and Human Resources	Communicating with Supervisors, Peers, or Subordinates	0.526646
Personnel and Human Resources	Controlling Machines and Processes	0.194268
Personnel and Human Resources	Coordinating the Work and Activities of Others	0.573574
Personnel and Human Resources	Developing Objectives and Strategies	0.666667
Personnel and Human Resources	Developing and Building Teams	0.576324
Personnel and Human Resources	Documenting/Recording Information	0.527221
Personnel and Human Resources	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.270175
Personnel and Human Resources	Establishing and Maintaining Interpersonal Relationships	0.556604
Personnel and Human Resources	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.371951
Personnel and Human Resources	Evaluating Information to Determine Compliance with Standards	0.458967
Personnel and Human Resources	Getting Information	0.559006
Personnel and Human Resources	Guiding, Directing, and Motivating Subordinates	0.658940
Personnel and Human Resources	Handling and Moving Objects	0.205634
Personnel and Human Resources	Identifying Objects, Actions, and Events	0.461300
Personnel and Human Resources	Inspecting Equipment, Structures, or Material	0.230978
Personnel and Human Resources	Interacting With Computers	0.561194
Personnel and Human Resources	Interpreting the Meaning of Information for Others	0.606897
Personnel and Human Resources	Judging the Qualities of Things, Services, or People	0.524390
Personnel and Human Resources	Making Decisions and Solving Problems	0.540881
Personnel and Human Resources	Monitor Processes, Materials, or Surroundings	0.336364
Personnel and Human Resources	Monitoring and Controlling Resources	0.632302
Personnel and Human Resources	Operating Vehicles, Mechanized Devices, or Equipment	0.210526
Personnel and Human Resources	Organizing, Planning, and Prioritizing Work	0.597403
Personnel and Human Resources	Performing Administrative Activities	0.687697
Personnel and Human Resources	Performing General Physical Activities	0.235955
Personnel and Human Resources	Performing for or Working Directly with the Public	0.524781
Personnel and Human Resources	Processing Information	0.547231
Personnel and Human Resources	Provide Consultation and Advice to Others	0.687500
Personnel and Human Resources	Repairing and Maintaining Electronic Equipment	0.221053
Personnel and Human Resources	Repairing and Maintaining Mechanical Equipment	0.207358
Personnel and Human Resources	Resolving Conflicts and Negotiating with Others	0.656863
Personnel and Human Resources	Scheduling Work and Activities	0.634675
Personnel and Human Resources	Selling or Influencing Others	0.610922
Personnel and Human Resources	Staffing Organizational Units	0.687719
Personnel and Human Resources	Thinking Creatively	0.587031
Personnel and Human Resources	Training and Teaching Others	0.592715
Personnel and Human Resources	Updating and Using Relevant Knowledge	0.507740
Philosophy and Theology	Physics	0.229682
Philosophy and Theology	Production and Processing	0.171975
Philosophy and Theology	Psychology	0.708029
Philosophy and Theology	Public Safety and Security	0.356707
Philosophy and Theology	Sales and Marketing	0.422581
Philosophy and Theology	Sociology and Anthropology	0.844262
Philosophy and Theology	Telecommunications	0.407692
Philosophy and Theology	Therapy and Counseling	0.692946
Philosophy and Theology	Transportation	0.285199
Philosophy and Theology	Analyzing Data or Information	0.448276
Philosophy and Theology	Assisting and Caring for Others	0.560714
Philosophy and Theology	Coaching and Developing Others	0.522184
Philosophy and Theology	Communicating with Persons Outside Organization	0.527221
Philosophy and Theology	Communicating with Supervisors, Peers, or Subordinates	0.460815
Philosophy and Theology	Controlling Machines and Processes	0.130573
Philosophy and Theology	Coordinating the Work and Activities of Others	0.468468
Philosophy and Theology	Developing Objectives and Strategies	0.523810
Philosophy and Theology	Developing and Building Teams	0.498442
Philosophy and Theology	Documenting/Recording Information	0.484241
Philosophy and Theology	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.153571
Philosophy and Theology	Establishing and Maintaining Interpersonal Relationships	0.522013
Philosophy and Theology	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.265244
Philosophy and Theology	Evaluating Information to Determine Compliance with Standards	0.419453
Philosophy and Theology	Getting Information	0.500000
Philosophy and Theology	Guiding, Directing, and Motivating Subordinates	0.476821
Philosophy and Theology	Handling and Moving Objects	0.205634
Philosophy and Theology	Identifying Objects, Actions, and Events	0.448916
Philosophy and Theology	Inspecting Equipment, Structures, or Material	0.182065
Philosophy and Theology	Interacting With Computers	0.444776
Philosophy and Theology	Interpreting the Meaning of Information for Others	0.527586
Philosophy and Theology	Judging the Qualities of Things, Services, or People	0.472561
Philosophy and Theology	Making Decisions and Solving Problems	0.471698
Philosophy and Theology	Monitor Processes, Materials, or Surroundings	0.369697
Philosophy and Theology	Monitoring and Controlling Resources	0.395189
Philosophy and Theology	Operating Vehicles, Mechanized Devices, or Equipment	0.160714
Philosophy and Theology	Organizing, Planning, and Prioritizing Work	0.532468
Philosophy and Theology	Performing Administrative Activities	0.507886
Philosophy and Theology	Performing General Physical Activities	0.247191
Philosophy and Theology	Performing for or Working Directly with the Public	0.536443
Philosophy and Theology	Processing Information	0.442997
Philosophy and Theology	Provide Consultation and Advice to Others	0.486111
Philosophy and Theology	Repairing and Maintaining Electronic Equipment	0.162544
Philosophy and Theology	Repairing and Maintaining Mechanical Equipment	0.143813
Philosophy and Theology	Resolving Conflicts and Negotiating with Others	0.555556
Philosophy and Theology	Scheduling Work and Activities	0.489164
Philosophy and Theology	Selling or Influencing Others	0.440273
Philosophy and Theology	Staffing Organizational Units	0.483755
Philosophy and Theology	Thinking Creatively	0.505119
Philosophy and Theology	Training and Teaching Others	0.506623
Philosophy and Theology	Updating and Using Relevant Knowledge	0.461300
Physics	Production and Processing	0.535032
Physics	Psychology	0.243816
Physics	Public Safety and Security	0.490854
Physics	Sales and Marketing	0.338710
Physics	Sociology and Anthropology	0.236749
Physics	Telecommunications	0.434629
Physics	Therapy and Counseling	0.233216
Physics	Transportation	0.512367
Physics	Analyzing Data or Information	0.400000
Physics	Assisting and Caring for Others	0.233216
Physics	Coaching and Developing Others	0.310580
Physics	Communicating with Persons Outside Organization	0.263610
Physics	Communicating with Supervisors, Peers, or Subordinates	0.200627
Physics	Controlling Machines and Processes	0.630573
Physics	Coordinating the Work and Activities of Others	0.327327
Physics	Developing Objectives and Strategies	0.360544
Physics	Developing and Building Teams	0.317757
Physics	Documenting/Recording Information	0.378223
Physics	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.699647
Physics	Establishing and Maintaining Interpersonal Relationships	0.097484
Physics	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.481707
Physics	Evaluating Information to Determine Compliance with Standards	0.364742
Physics	Getting Information	0.251553
Physics	Guiding, Directing, and Motivating Subordinates	0.377483
Physics	Handling and Moving Objects	0.492958
Physics	Identifying Objects, Actions, and Events	0.300310
Physics	Inspecting Equipment, Structures, or Material	0.567935
Physics	Interacting With Computers	0.364179
Physics	Interpreting the Meaning of Information for Others	0.351724
Physics	Judging the Qualities of Things, Services, or People	0.283537
Physics	Making Decisions and Solving Problems	0.317610
Physics	Monitor Processes, Materials, or Surroundings	0.418182
Physics	Monitoring and Controlling Resources	0.402062
Physics	Operating Vehicles, Mechanized Devices, or Equipment	0.568905
Physics	Organizing, Planning, and Prioritizing Work	0.198052
Physics	Performing Administrative Activities	0.283912
Physics	Performing General Physical Activities	0.483146
Physics	Performing for or Working Directly with the Public	0.247813
Physics	Processing Information	0.364821
Physics	Provide Consultation and Advice to Others	0.392361
Physics	Repairing and Maintaining Electronic Equipment	0.643110
Physics	Repairing and Maintaining Mechanical Equipment	0.635452
Physics	Resolving Conflicts and Negotiating with Others	0.215686
Physics	Scheduling Work and Activities	0.312693
Physics	Selling or Influencing Others	0.303754
Physics	Staffing Organizational Units	0.349823
Physics	Thinking Creatively	0.344710
Physics	Training and Teaching Others	0.337748
Physics	Updating and Using Relevant Knowledge	0.365325
Production and Processing	Psychology	0.210191
Production and Processing	Public Safety and Security	0.493902
Production and Processing	Sales and Marketing	0.458599
Production and Processing	Sociology and Anthropology	0.171975
Production and Processing	Telecommunications	0.337580
Production and Processing	Therapy and Counseling	0.136943
Production and Processing	Transportation	0.484076
Production and Processing	Analyzing Data or Information	0.299363
Production and Processing	Assisting and Caring for Others	0.238854
Production and Processing	Coaching and Developing Others	0.308917
Production and Processing	Communicating with Persons Outside Organization	0.257880
Production and Processing	Communicating with Supervisors, Peers, or Subordinates	0.326019
Production and Processing	Controlling Machines and Processes	0.703822
Production and Processing	Coordinating the Work and Activities of Others	0.402402
Production and Processing	Developing Objectives and Strategies	0.292994
Production and Processing	Developing and Building Teams	0.336449
Production and Processing	Documenting/Recording Information	0.309456
Production and Processing	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.621019
Production and Processing	Establishing and Maintaining Interpersonal Relationships	0.276730
Production and Processing	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.564024
Production and Processing	Evaluating Information to Determine Compliance with Standards	0.386018
Production and Processing	Getting Information	0.291925
Production and Processing	Guiding, Directing, and Motivating Subordinates	0.372611
Production and Processing	Handling and Moving Objects	0.636620
Production and Processing	Identifying Objects, Actions, and Events	0.337461
Production and Processing	Inspecting Equipment, Structures, or Material	0.654891
Production and Processing	Interacting With Computers	0.373134
Production and Processing	Interpreting the Meaning of Information for Others	0.232484
Production and Processing	Judging the Qualities of Things, Services, or People	0.417683
Production and Processing	Making Decisions and Solving Problems	0.305031
Production and Processing	Monitor Processes, Materials, or Surroundings	0.466667
Production and Processing	Monitoring and Controlling Resources	0.461783
Production and Processing	Operating Vehicles, Mechanized Devices, or Equipment	0.535032
Production and Processing	Organizing, Planning, and Prioritizing Work	0.315287
Production and Processing	Performing Administrative Activities	0.309148
Production and Processing	Performing General Physical Activities	0.584270
Production and Processing	Performing for or Working Directly with the Public	0.250729
Production and Processing	Processing Information	0.343949
Production and Processing	Provide Consultation and Advice to Others	0.315287
Production and Processing	Repairing and Maintaining Electronic Equipment	0.585987
Production and Processing	Repairing and Maintaining Mechanical Equipment	0.675159
Production and Processing	Resolving Conflicts and Negotiating with Others	0.273885
Production and Processing	Scheduling Work and Activities	0.359133
Production and Processing	Selling or Influencing Others	0.359873
Production and Processing	Staffing Organizational Units	0.305732
Production and Processing	Thinking Creatively	0.366242
Production and Processing	Training and Teaching Others	0.324841
Production and Processing	Updating and Using Relevant Knowledge	0.294118
Psychology	Public Safety and Security	0.405488
Psychology	Sales and Marketing	0.512903
Psychology	Sociology and Anthropology	0.751825
Psychology	Telecommunications	0.437956
Psychology	Therapy and Counseling	0.675182
Psychology	Transportation	0.353791
Psychology	Analyzing Data or Information	0.510345
Psychology	Assisting and Caring for Others	0.664286
Psychology	Coaching and Developing Others	0.593857
Psychology	Communicating with Persons Outside Organization	0.604585
Psychology	Communicating with Supervisors, Peers, or Subordinates	0.548589
Psychology	Controlling Machines and Processes	0.143312
Psychology	Coordinating the Work and Activities of Others	0.531532
Psychology	Developing Objectives and Strategies	0.578231
Psychology	Developing and Building Teams	0.570093
Psychology	Documenting/Recording Information	0.524355
Psychology	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.157143
Psychology	Establishing and Maintaining Interpersonal Relationships	0.625786
Psychology	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.280488
Psychology	Evaluating Information to Determine Compliance with Standards	0.486322
Psychology	Getting Information	0.527950
Psychology	Guiding, Directing, and Motivating Subordinates	0.552980
Psychology	Handling and Moving Objects	0.205634
Psychology	Identifying Objects, Actions, and Events	0.492260
Psychology	Inspecting Equipment, Structures, or Material	0.230978
Psychology	Interacting With Computers	0.501493
Psychology	Interpreting the Meaning of Information for Others	0.575862
Psychology	Judging the Qualities of Things, Services, or People	0.503049
Psychology	Making Decisions and Solving Problems	0.550314
Psychology	Monitor Processes, Materials, or Surroundings	0.393939
Psychology	Monitoring and Controlling Resources	0.467354
Psychology	Operating Vehicles, Mechanized Devices, or Equipment	0.175000
Psychology	Organizing, Planning, and Prioritizing Work	0.571429
Psychology	Performing Administrative Activities	0.596215
Psychology	Performing General Physical Activities	0.255618
Psychology	Performing for or Working Directly with the Public	0.626822
Psychology	Processing Information	0.475570
Psychology	Provide Consultation and Advice to Others	0.565972
Psychology	Repairing and Maintaining Electronic Equipment	0.169611
Psychology	Repairing and Maintaining Mechanical Equipment	0.163880
Psychology	Resolving Conflicts and Negotiating with Others	0.679739
Psychology	Scheduling Work and Activities	0.547988
Psychology	Selling or Influencing Others	0.542662
Psychology	Staffing Organizational Units	0.588448
Psychology	Thinking Creatively	0.515358
Psychology	Training and Teaching Others	0.572848
Psychology	Updating and Using Relevant Knowledge	0.510836
Public Safety and Security	Sales and Marketing	0.375000
Public Safety and Security	Sociology and Anthropology	0.341463
Public Safety and Security	Telecommunications	0.454268
Public Safety and Security	Therapy and Counseling	0.353659
Public Safety and Security	Transportation	0.603659
Public Safety and Security	Analyzing Data or Information	0.298780
Public Safety and Security	Assisting and Caring for Others	0.454268
Public Safety and Security	Coaching and Developing Others	0.387195
Public Safety and Security	Communicating with Persons Outside Organization	0.424069
Public Safety and Security	Communicating with Supervisors, Peers, or Subordinates	0.393293
Public Safety and Security	Controlling Machines and Processes	0.557927
Public Safety and Security	Coordinating the Work and Activities of Others	0.504505
Public Safety and Security	Developing Objectives and Strategies	0.307927
Public Safety and Security	Developing and Building Teams	0.472561
Public Safety and Security	Documenting/Recording Information	0.432665
Public Safety and Security	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.442073
Public Safety and Security	Establishing and Maintaining Interpersonal Relationships	0.399390
Public Safety and Security	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.472561
Public Safety and Security	Evaluating Information to Determine Compliance with Standards	0.547112
Public Safety and Security	Getting Information	0.359756
Public Safety and Security	Guiding, Directing, and Motivating Subordinates	0.402439
Public Safety and Security	Handling and Moving Objects	0.585915
Public Safety and Security	Identifying Objects, Actions, and Events	0.432927
Public Safety and Security	Inspecting Equipment, Structures, or Material	0.603261
Public Safety and Security	Interacting With Computers	0.373134
Public Safety and Security	Interpreting the Meaning of Information for Others	0.310976
Public Safety and Security	Judging the Qualities of Things, Services, or People	0.384146
Public Safety and Security	Making Decisions and Solving Problems	0.350610
Public Safety and Security	Monitor Processes, Materials, or Surroundings	0.548485
Public Safety and Security	Monitoring and Controlling Resources	0.356707
Public Safety and Security	Operating Vehicles, Mechanized Devices, or Equipment	0.573171
Public Safety and Security	Organizing, Planning, and Prioritizing Work	0.329268
Public Safety and Security	Performing Administrative Activities	0.371951
Public Safety and Security	Performing General Physical Activities	0.640449
Public Safety and Security	Performing for or Working Directly with the Public	0.481050
Public Safety and Security	Processing Information	0.344512
Public Safety and Security	Provide Consultation and Advice to Others	0.310976
Public Safety and Security	Repairing and Maintaining Electronic Equipment	0.463415
Public Safety and Security	Repairing and Maintaining Mechanical Equipment	0.521341
Public Safety and Security	Resolving Conflicts and Negotiating with Others	0.451220
Public Safety and Security	Scheduling Work and Activities	0.387195
Public Safety and Security	Selling or Influencing Others	0.350610
Public Safety and Security	Staffing Organizational Units	0.350610
Public Safety and Security	Thinking Creatively	0.283537
Public Safety and Security	Training and Teaching Others	0.405488
Public Safety and Security	Updating and Using Relevant Knowledge	0.320122
Sales and Marketing	Sociology and Anthropology	0.454839
Sales and Marketing	Telecommunications	0.406452
Sales and Marketing	Therapy and Counseling	0.338710
Sales and Marketing	Transportation	0.425806
Sales and Marketing	Analyzing Data or Information	0.474194
Sales and Marketing	Assisting and Caring for Others	0.441935
Sales and Marketing	Coaching and Developing Others	0.512903
Sales and Marketing	Communicating with Persons Outside Organization	0.624642
Sales and Marketing	Communicating with Supervisors, Peers, or Subordinates	0.507837
Sales and Marketing	Controlling Machines and Processes	0.299363
Sales and Marketing	Coordinating the Work and Activities of Others	0.531532
Sales and Marketing	Developing Objectives and Strategies	0.522581
Sales and Marketing	Developing and Building Teams	0.510903
Sales and Marketing	Documenting/Recording Information	0.432665
Sales and Marketing	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.312903
Sales and Marketing	Establishing and Maintaining Interpersonal Relationships	0.600629
Sales and Marketing	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.435976
Sales and Marketing	Evaluating Information to Determine Compliance with Standards	0.422492
Sales and Marketing	Getting Information	0.543478
Sales and Marketing	Guiding, Directing, and Motivating Subordinates	0.522581
Sales and Marketing	Handling and Moving Objects	0.371831
Sales and Marketing	Identifying Objects, Actions, and Events	0.439628
Sales and Marketing	Inspecting Equipment, Structures, or Material	0.323370
Sales and Marketing	Interacting With Computers	0.537313
Sales and Marketing	Interpreting the Meaning of Information for Others	0.493548
Sales and Marketing	Judging the Qualities of Things, Services, or People	0.527439
Sales and Marketing	Making Decisions and Solving Problems	0.522013
Sales and Marketing	Monitor Processes, Materials, or Surroundings	0.348485
Sales and Marketing	Monitoring and Controlling Resources	0.603226
Sales and Marketing	Operating Vehicles, Mechanized Devices, or Equipment	0.254839
Sales and Marketing	Organizing, Planning, and Prioritizing Work	0.570968
Sales and Marketing	Performing Administrative Activities	0.602524
Sales and Marketing	Performing General Physical Activities	0.351124
Sales and Marketing	Performing for or Working Directly with the Public	0.626822
Sales and Marketing	Processing Information	0.474194
Sales and Marketing	Provide Consultation and Advice to Others	0.551613
Sales and Marketing	Repairing and Maintaining Electronic Equipment	0.293548
Sales and Marketing	Repairing and Maintaining Mechanical Equipment	0.303226
Sales and Marketing	Resolving Conflicts and Negotiating with Others	0.596774
Sales and Marketing	Scheduling Work and Activities	0.560372
Sales and Marketing	Selling or Influencing Others	0.709677
Sales and Marketing	Staffing Organizational Units	0.529032
Sales and Marketing	Thinking Creatively	0.551613
Sales and Marketing	Training and Teaching Others	0.474194
Sales and Marketing	Updating and Using Relevant Knowledge	0.513932
Sociology and Anthropology	Telecommunications	0.376923
Sociology and Anthropology	Therapy and Counseling	0.692623
Sociology and Anthropology	Transportation	0.267148
Sociology and Anthropology	Analyzing Data or Information	0.458621
Sociology and Anthropology	Assisting and Caring for Others	0.571429
Sociology and Anthropology	Coaching and Developing Others	0.522184
Sociology and Anthropology	Communicating with Persons Outside Organization	0.547278
Sociology and Anthropology	Communicating with Supervisors, Peers, or Subordinates	0.467085
Sociology and Anthropology	Controlling Machines and Processes	0.133758
Sociology and Anthropology	Coordinating the Work and Activities of Others	0.465465
Sociology and Anthropology	Developing Objectives and Strategies	0.540816
Sociology and Anthropology	Developing and Building Teams	0.507788
Sociology and Anthropology	Documenting/Recording Information	0.478510
Sociology and Anthropology	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.150000
Sociology and Anthropology	Establishing and Maintaining Interpersonal Relationships	0.540881
Sociology and Anthropology	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.265244
Sociology and Anthropology	Evaluating Information to Determine Compliance with Standards	0.428571
Sociology and Anthropology	Getting Information	0.500000
Sociology and Anthropology	Guiding, Directing, and Motivating Subordinates	0.503311
Sociology and Anthropology	Handling and Moving Objects	0.200000
Sociology and Anthropology	Identifying Objects, Actions, and Events	0.455108
Sociology and Anthropology	Inspecting Equipment, Structures, or Material	0.187500
Sociology and Anthropology	Interacting With Computers	0.426866
Sociology and Anthropology	Interpreting the Meaning of Information for Others	0.527586
Sociology and Anthropology	Judging the Qualities of Things, Services, or People	0.478659
Sociology and Anthropology	Making Decisions and Solving Problems	0.487421
Sociology and Anthropology	Monitor Processes, Materials, or Surroundings	0.348485
Sociology and Anthropology	Monitoring and Controlling Resources	0.412371
Sociology and Anthropology	Operating Vehicles, Mechanized Devices, or Equipment	0.135714
Sociology and Anthropology	Organizing, Planning, and Prioritizing Work	0.532468
Sociology and Anthropology	Performing Administrative Activities	0.526814
Sociology and Anthropology	Performing General Physical Activities	0.230337
Sociology and Anthropology	Performing for or Working Directly with the Public	0.565598
Sociology and Anthropology	Processing Information	0.426710
Sociology and Anthropology	Provide Consultation and Advice to Others	0.513889
