O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
53-2021.00	3.A.1	Related Work Experience	RW	6	20.56	51	5.98	11.03	35.06	N	07/2014	Incumbent
53-2021.00	3.A.1	Related Work Experience	RW	7	15.34	51	5.57	7.11	30.00	N	07/2014	Incumbent
53-2021.00	3.A.1	Related Work Experience	RW	8	4.78	51	3.33	1.14	17.94	N	07/2014	Incumbent
53-2021.00	3.A.1	Related Work Experience	RW	9	0.00	51	0.00	n/a	n/a	N	07/2014	Incumbent
53-2021.00	3.A.1	Related Work Experience	RW	10	1.54	51	1.51	0.21	10.33	N	07/2014	Incumbent
53-2021.00	3.A.1	Related Work Experience	RW	11	3.23	51	3.14	0.44	20.01	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	1	1.60	50	1.17	0.36	6.76	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	2	12.14	50	4.33	5.76	23.80	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	3	6.38	50	2.87	2.53	15.20	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	4	12.95	50	4.90	5.84	26.28	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	5	16.32	50	5.64	7.84	30.89	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	6	17.32	50	5.47	8.86	31.09	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	7	30.04	50	8.75	15.68	49.78	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	8	3.26	50	3.16	0.45	20.15	N	07/2014	Incumbent
53-2021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	50	0.00	n/a	n/a	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	1	1.59	51	1.16	0.36	6.70	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	2	0.00	51	0.00	n/a	n/a	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	3	4.36	51	1.53	2.14	8.68	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	4	4.24	51	3.16	0.92	17.47	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	5	22.88	51	9.29	9.34	46.07	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	6	20.36	51	6.30	10.48	35.83	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	7	38.56	51	9.56	21.81	58.54	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	8	8.01	51	4.41	2.55	22.46	N	07/2014	Incumbent
53-2021.00	3.A.3	On-the-Job Training	OJ	9	0.00	51	0.00	n/a	n/a	N	07/2014	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	1	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	2	14.01	37	8.02	4.05	38.62	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	3	12.76	37	5.36	5.22	27.98	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	4	8.03	37	4.58	2.42	23.51	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	5	20.78	37	6.37	10.68	36.51	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	6	38.56	37	9.59	21.64	58.79	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	7	5.85	37	4.44	1.20	24.17	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	8	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	9	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	10	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	11	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	2.D.1	Required Level of Education	RL	12	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	1	8.76	38	5.29	2.45	26.84	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	2	1.21	38	1.21	0.16	8.68	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	3	3.47	38	3.30	0.48	20.97	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	4	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	5	19.72	38	7.86	8.24	40.18	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	6	8.58	38	3.90	3.32	20.43	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	7	36.45	38	9.81	19.56	57.49	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	8	17.99	38	6.59	8.15	35.15	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	9	3.82	38	2.87	0.81	16.20	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	10	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.1	Related Work Experience	RW	11	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	1	4.99	38	3.54	1.14	19.23	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	2	24.89	38	8.04	12.17	44.20	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	3	24.46	38	9.76	10.00	48.56	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	4	22.60	38	7.82	10.56	41.94	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	12.37	38	5.19	5.08	27.13	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	5.30	38	4.10	1.06	22.67	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	5.40	38	3.96	1.17	21.52	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	1	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	2	8.14	38	6.66	1.44	34.98	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	3	29.34	38	9.38	14.25	50.94	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	4	21.13	38	8.20	8.99	42.07	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	5	27.62	38	8.41	13.99	47.23	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	6	10.91	38	8.04	2.24	39.58	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	7	2.86	38	2.95	0.34	20.19	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	8	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	1	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	2	30.17	26	9.60	14.46	52.48	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	3	11.24	26	8.34	2.21	41.46	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	4	32.71	26	11.12	14.65	57.91	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	5	25.88	26	11.62	9.12	54.85	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	6	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	7	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	8	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	9	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	10	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	11	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	2.D.1	Required Level of Education	RL	12	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	1	10.06	26	5.28	3.25	27.11	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	2	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	3	1.90	26	1.52	0.36	9.38	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	4	9.25	26	8.29	1.32	43.80	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	5	12.30	26	8.31	2.79	40.67	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	6	23.77	26	11.46	7.82	53.42	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	7	35.88	26	15.08	12.67	68.34	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	8	6.48	26	5.12	1.21	28.27	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	9	0.36	26	0.39	0.04	3.28	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	10	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.1	Related Work Experience	RW	11	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	1	4.74	26	4.72	0.57	30.01	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	2	13.99	26	8.32	3.77	40.34	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	3	80.92	26	8.83	56.64	93.23	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	4	0.36	26	0.39	0.04	3.25	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	1	9.59	26	6.42	2.25	32.78	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	2	42.68	26	6.54	30.05	56.35	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	3	28.87	26	11.84	11.02	57.09	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	4	18.86	26	9.70	5.92	46.18	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	5	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	6	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	7	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	8	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-2031.00	3.A.3	On-the-Job Training	OJ	9	0.00	26	0.00	n/a	n/a	N	07/2012	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	1	4.95	27	3.14	1.30	17.02	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	2	85.15	27	7.46	63.02	95.07	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	3	8.87	27	6.63	1.77	34.41	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	4	1.03	27	0.78	0.22	4.78	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	5	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	6	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	7	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	8	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	1	29.42	29	10.24	13.19	53.37	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	2	13.17	29	6.99	4.15	34.68	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	3	7.73	29	5.92	1.51	31.44	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	4	12.62	29	6.06	4.48	30.79	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	5	8.53	29	7.26	1.36	38.56	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	6	16.17	29	10.37	3.87	48.02	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	7	6.47	29	5.30	1.14	29.37	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	8	5.90	29	5.69	0.76	33.84	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	9	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	10	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.1	Related Work Experience	RW	11	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	1	10.51	29	6.67	2.67	33.42	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	2	49.51	29	12.80	25.57	73.67	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	3	3.24	29	3.03	0.46	19.49	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	4	15.85	29	7.00	6.04	35.58	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	5	20.89	29	10.06	7.06	47.87	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	1	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	2	34.12	29	11.50	15.37	59.64	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	3	33.37	29	12.40	13.77	61.10	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	4	14.49	29	8.42	4.04	40.54	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	5	18.02	29	8.79	6.10	42.65	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	6	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	7	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	8	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3011.00	3.A.3	On-the-Job Training	OJ	9	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	1	4.94	32	3.16	1.30	16.99	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	2	73.73	32	9.88	49.79	88.82	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	3	17.72	32	9.33	5.51	44.27	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	4	2.39	32	1.66	0.57	9.45	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	5	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	6	1.22	32	1.27	0.14	9.63	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	7	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	8	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	9	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	10	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	11	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	2.D.1	Required Level of Education	RL	12	0.00	32	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	1	28.90	31	7.38	16.33	45.85	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	2	1.16	31	1.19	0.14	8.99	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	3	12.22	31	8.79	2.54	42.61	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	4	9.91	31	9.88	1.13	51.33	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	5	15.73	31	9.42	4.19	44.34	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	6	14.07	31	6.14	5.49	31.58	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	7	10.73	31	5.02	3.96	25.97	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	8	7.28	31	6.86	0.98	38.50	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	9	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	10	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.1	Related Work Experience	RW	11	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	1	12.73	31	10.09	2.23	48.23	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	2	15.72	31	7.18	5.81	36.07	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	3	60.79	31	13.80	32.22	83.50	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	5	8.24	31	3.87	3.06	20.35	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	6	2.51	31	1.76	0.59	10.06	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	1	2.82	31	2.28	0.53	13.68	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	2	28.13	31	9.46	13.08	50.45	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	3	34.10	31	15.25	11.45	67.42	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	4	20.97	31	11.04	6.37	50.85	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	5	7.82	31	3.59	2.97	19.00	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	6	4.21	31	2.36	1.31	12.67	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	7	1.96	31	1.95	0.25	13.67	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	8	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3021.00	3.A.3	On-the-Job Training	OJ	9	0.00	31	0.00	n/a	n/a	N	06/2010	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	1	20.63	40	12.02	5.56	53.44	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	2	71.48	40	11.34	44.87	88.53	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	3	1.27	40	1.32	0.15	9.74	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	4	0.03	40	0.03	0.00	0.27	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	5	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	6	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	7	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	8	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	9	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	10	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	11	6.59	40	6.84	0.74	40.06	N	07/2011	Incumbent
53-3022.00	2.D.1	Required Level of Education	RL	12	0.00	40	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	1	66.73	39	10.94	42.52	84.47	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	2	0.11	39	0.09	0.02	0.54	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	3	8.42	39	7.59	1.24	40.30	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	4	0.16	39	0.17	0.02	1.43	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	5	20.91	39	12.74	5.27	55.71	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	6	3.42	39	2.42	0.80	13.47	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	7	0.22	39	0.20	0.03	1.41	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	8	0.03	39	0.03	0.00	0.32	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	9	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	10	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.1	Related Work Experience	RW	11	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	1	6.90	39	5.97	1.11	32.75	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	2	34.34	39	16.10	10.97	68.93	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	3	51.16	39	21.71	15.29	85.88	Y	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	4	0.82	39	0.75	0.13	5.15	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	5	0.03	39	0.03	0.00	0.32	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	7	6.76	39	6.57	0.87	37.43	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	1	6.31	39	5.82	0.91	33.09	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	2	37.99	39	6.72	25.59	52.20	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	3	54.75	39	6.37	41.83	67.06	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	4	0.95	39	0.83	0.16	5.42	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	5	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	6	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	7	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	8	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3022.00	3.A.3	On-the-Job Training	OJ	9	0.00	39	0.00	n/a	n/a	N	07/2011	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	1	29.67	27	19.84	5.64	74.87	Y	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	2	65.15	27	18.70	25.58	91.04	Y	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	3	0.55	27	0.57	0.06	4.58	N	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	4	4.63	27	4.47	0.60	27.99	N	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	5	0.00	27	0.00	n/a	n/a	N	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	6	0.00	27	0.00	n/a	n/a	N	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	7	0.00	27	0.00	n/a	n/a	N	07/2012	Incumbent
53-3031.00	2.D.1	Required Level of Education	RL	8	0.00	27	0.00	n/a	n/a	N	07/2012	Incumbent
